requirement,methods,route,implementation_endpoint,implementation_services,executed_service_tests,observed_http_tests_and_status,evidence,limit
AUTH-01 Autenticacao,POST,/api/auth/funcionarios/<int:funcionario_id>/redefinicao,auth.emitir_redefinicao,AuthService.emitir_redefinicao,tests.test_sprint02_security::test_concurrent_reset_accepts_one_consumer|tests.test_sprint02_security::test_reset_token_is_hashed_tenant_bound_expiring_and_single_use,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_admin_without_all_companies_cannot_change_shared_accounts:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint02_security.py::test_http_cross_tenant_crud_reset_and_platform_boundary:POST:400|tests/test_sprint02_security.py::test_http_password_reset_revokes_cookie_and_rejects_reuse:POST:200,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-02 Categorias,POST,/api/categorias/,categoria.criar,CategoriaService.criar,tests.test_sprint03_transactions::test_category_validation_and_in_use_delete|tests.test_sprint03_transactions::test_export_formula_like_text_is_literal|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[1.5-employee_company]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[1.5-employee_role]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[1.5-platform_company]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[1.5-product_category]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[1.5-product_company]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[1.5-role_permission]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[1.5-stock]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[True-employee_company]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[True-employee_role]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[True-platform_company]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[True-product_category]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[True-product_company]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[True-role_permission]|tests.test_sprint07_audit::test_http_identifiers_never_select_a_different_record[True-stock],tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-02 Categorias,GET,/api/categorias/,categoria.listar,AcessoEmpresaService.obter_escopo|CategoriaService.listar,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:GET:200|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401|tests/test_sprint02_security.py::test_http_cross_tenant_crud_reset_and_platform_boundary:GET:200|tests/test_sprint02_security.py::test_http_cross_tenant_crud_reset_and_platform_boundary:GET:403|tests/test_sprint02_security.py::test_http_errors_hide_database_and_exception_details:GET:500,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-02 Categorias,PUT,/api/categorias/<int:categoria_id>,categoria.atualizar,CategoriaService.atualizar,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:PUT:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:PUT:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:PUT:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-02 Categorias,DELETE,/api/categorias/<int:categoria_id>,categoria.deletar,CategoriaService.deletar,tests.test_sprint03_transactions::test_category_validation_and_in_use_delete,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:DELETE:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:DELETE:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:DELETE:401|tests/test_sprint02_security.py::test_http_cross_tenant_crud_reset_and_platform_boundary:DELETE:400,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
CAD-02 Categorias,GET,/api/categorias/view,categoria.pagina,template/decorator/helper/consulta direta,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:302|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,POST,/api/clientes/,cliente.criar,ClienteService.criar|ClienteService.serializar_cliente,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,GET,/api/clientes/,cliente.listar,AcessoEmpresaService.obter_escopo|ClienteService.listar,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:GET:200|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,PUT,/api/clientes/<int:cliente_id>,cliente.atualizar,ClienteService.atualizar|ClienteService.serializar_cliente,tests.test_sprint05_cycles::test_consent_export_anonymization_preserves_obligations,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:PUT:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:PUT:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:PUT:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:PUT:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,DELETE,/api/clientes/<int:cliente_id>,cliente.deletar,ClienteService.deletar,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:DELETE:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:DELETE:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:DELETE:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:DELETE:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-REL-05 Ciclos financeiros e privacidade,POST,/api/clientes/<int:cliente_id>/anonimizar,ciclos.anonimizar,ClientePrivacidadeService.anonimizar,tests.test_sprint05_adversarial::test_privacy_committed_after_claim_prevents_transport[anonymize]|tests.test_sprint05_adversarial::test_privacy_committed_after_claim_prevents_transport[unsubscribe]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[audit]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[cache]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[commit]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[customer]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[message]|tests.test_sprint05_cycles::test_anonymized_idempotent_sale_cannot_reveal_customer_again|tests.test_sprint05_cycles::test_consent_export_anonymization_preserves_obligations,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint05_cycles.py::test_new_mutations_require_csrf[/api/clientes/1/anonimizar]:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,GET,/api/clientes/<int:cliente_id>/carteira,cliente.obter_carteira,AcessoEmpresaService.obter_escopo|ClienteService.obter_carteira,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission|tests.test_sprint07_audit::test_cashback_remains_spendable_until_brazil_midnight,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:GET:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-REL-05 Ciclos financeiros e privacidade,POST,/api/clientes/<int:cliente_id>/consentimento,ciclos.consentir,ClientePrivacidadeService.consentir,tests.test_sprint05_adversarial::test_privacy_committed_after_claim_prevents_transport[anonymize]|tests.test_sprint05_adversarial::test_privacy_committed_after_claim_prevents_transport[unsubscribe]|tests.test_sprint05_cycles::test_consent_export_anonymization_preserves_obligations,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint05_cycles.py::test_new_mutations_require_csrf[/api/clientes/1/consentimento]:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-REL-05 Ciclos financeiros e privacidade,GET,/api/clientes/<int:cliente_id>/exportar,ciclos.exportar,ClientePrivacidadeService.exportar,tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[audit]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[cache]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[commit]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[customer]|tests.test_sprint05_adversarial::test_privacy_failure_rolls_back_all_operational_copies[message]|tests.test_sprint05_cycles::test_consent_export_anonymization_preserves_obligations,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401|tests/test_sprint05_cycles.py::test_http_tenant_privacy_and_finance_isolation:GET:400|tests/test_sprint05_cycles.py::test_new_permissions_revalidated_in_existing_session[gerenciar_privacidade_cliente-/api/clientes/1/exportar-get]:GET:403,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,GET,/api/clientes/<int:cliente_id>/historico-vendas,cliente.historico_vendas,AcessoEmpresaService.obter_escopo|ClienteService.obter_historico_vendas,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:GET:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,POST,/api/clientes/<int:cliente_id>/mensagens,cliente.enviar_mensagem,AcessoEmpresaService.obter_escopo|ClienteService.enviar_mensagem,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,GET,/api/clientes/<int:cliente_id>/mensagens,cliente.listar_mensagens,ClienteService.listar_mensagens,,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_adversarial.py::test_foreign_resource_ids_cannot_read_modify_or_delete:GET:400|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401|tests/test_sprint05_adversarial.py::test_message_history_respects_company_scope_http:GET:200,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,GET,/api/clientes/auxiliares,cliente.auxiliares,AcessoEmpresaService.obter_escopo|ClienteService.listar_auxiliares,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
FIN-REL-05 Ciclos financeiros e privacidade,POST,/api/clientes/cashback/expirar,ciclos.expirar,AcessoEmpresaService.filtrar_empresa_ids|ClientePrivacidadeService.expirar,tests.test_sprint05_adversarial::test_cashback_use_expire_cancel_race|tests.test_sprint05_cycles::test_cashback_expiration_concurrency_and_consumption|tests.test_sprint05_cycles::test_expired_unused_credit_does_not_prevent_sale_cancellation[False]|tests.test_sprint05_cycles::test_expired_unused_credit_does_not_prevent_sale_cancellation[True],tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[missing_csrf]:POST:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:POST:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:POST:401|tests/test_sprint05_cycles.py::test_new_mutations_require_csrf[/api/clientes/cashback/expirar]:POST:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
REL-01 Clientes e cashback,GET,/api/clientes/configuracoes,cliente.listar_configuracoes,AcessoEmpresaService.obter_escopo|ClienteService.listar_configuracoes_empresa,tests.test_sprint02_security::test_cross_tenant_foreign_keys_and_company_admin_scope|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[funcionarios-limite_funcionarios-1]|tests.test_sprint02_security::test_import_quota_partial_rows_updates_and_password_policy[produtos-limite_produtos-0]|tests.test_sprint02_security::test_nonadmin_cannot_grant_roles_or_import_staff_even_with_permission,tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[anonymous]:GET:401|tests/test_sprint02_adversarial.py::test_every_api_method_enforces_auth_scope_and_csrf[wrong_scope]:GET:403|tests/test_sprint02_security.py::test_every_api_requires_auth_except_health_and_disabled_webhook:GET:401,regression/junit.xml|retest/junit.xml|regression/http-route-coverage.json|auditoria-modulos.md|auditoria-ui.md,Static service linkage is not route-level HTTP coverage; see audit and browser evidence. Vinculo estatico de servico; nao comprova cobertura HTTP desta rota
